epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,4142.28,1.0755,0.67502,1.28743,0.79127,0.71651,0.7883,0.43387,1.56827,1.05851,1.7879,0.000241954,0.000241954,0.000241954
76,4198.03,1.06965,0.66892,1.28997,0.74091,0.74495,0.78483,0.42724,1.56544,1.06735,1.78974,0.000231802,0.000231802,0.000231802
77,4253.59,1.06416,0.65827,1.28196,0.81659,0.70548,0.78595,0.43138,1.56103,1.0369,1.77905,0.000221964,0.000221964,0.000221964
78,4309.17,1.04629,0.64671,1.27011,0.80537,0.72371,0.78984,0.43723,1.56735,1.02737,1.79974,0.00021245,0.00021245,0.00021245
79,4364.62,1.05326,0.65791,1.27755,0.78161,0.71769,0.77765,0.43518,1.55064,1.03686,1.78388,0.000203269,0.000203269,0.000203269
80,4420.32,1.02733,0.63849,1.25569,0.77066,0.73776,0.78059,0.4348,1.55562,1.02629,1.78773,0.00019443,0.00019443,0.00019443
81,4475.65,1.0267,0.64548,1.25343,0.76221,0.73646,0.77298,0.42689,1.56696,1.0483,1.81124,0.000185942,0.000185942,0.000185942
82,4531.24,1.01436,0.6277,1.25279,0.79267,0.72857,0.78323,0.42788,1.58074,1.04568,1.82737,0.000177814,0.000177814,0.000177814
83,4586.7,1.01458,0.61336,1.25473,0.75476,0.75403,0.7894,0.43897,1.56627,1.03561,1.81583,0.000170052,0.000170052,0.000170052
84,4642.24,1.01002,0.61884,1.24752,0.77808,0.7498,0.78585,0.42843,1.57375,1.03158,1.81958,0.000162666,0.000162666,0.000162666
85,4697.99,1.00171,0.6148,1.24145,0.80415,0.72172,0.78788,0.43053,1.56894,1.01853,1.82419,0.000155662,0.000155662,0.000155662
86,4754.5,0.98889,0.62249,1.23388,0.74523,0.75812,0.7805,0.43184,1.57687,1.05992,1.83618,0.000149047,0.000149047,0.000149047
87,4810.28,0.98115,0.59893,1.23002,0.79161,0.72882,0.78263,0.43356,1.56448,1.03337,1.82049,0.000142828,0.000142828,0.000142828
88,4866.3,1.01748,0.62224,1.28481,0.76989,0.72864,0.78089,0.42992,1.57975,1.02714,1.84826,0.00013701,0.00013701,0.00013701
89,4922.2,0.98545,0.61071,1.23329,0.78327,0.73229,0.78731,0.43381,1.56537,1.025,1.82302,0.000131601,0.000131601,0.000131601
90,4978.49,0.97194,0.58535,1.21953,0.7832,0.73538,0.7868,0.43114,1.56918,1.03304,1.83285,0.000126604,0.000126604,0.000126604
91,5036.04,0.9774,0.6,1.23181,0.78602,0.71802,0.78138,0.43016,1.58521,1.04456,1.84986,0.000122025,0.000122025,0.000122025
92,5092.44,0.96341,0.58792,1.21646,0.75904,0.73424,0.77551,0.4247,1.58787,1.03849,1.86521,0.000117868,0.000117868,0.000117868
93,5147.81,0.95963,0.58531,1.21365,0.80014,0.72868,0.787,0.43392,1.5921,1.0151,1.85959,0.000114138,0.000114138,0.000114138
94,5203.45,0.98017,0.58949,1.23224,0.77425,0.73449,0.7831,0.42947,1.58503,1.04125,1.86321,0.000110837,0.000110837,0.000110837
95,5258.97,0.95298,0.58087,1.20969,0.79559,0.73042,0.78342,0.42966,1.57047,1.03399,1.84752,0.000107971,0.000107971,0.000107971
96,5314.78,0.96363,0.58734,1.22056,0.77183,0.74362,0.77282,0.42659,1.58356,1.02849,1.86516,0.00010554,0.00010554,0.00010554
97,5370.12,0.95443,0.57195,1.21522,0.78142,0.74339,0.7832,0.43433,1.57387,1.01036,1.85882,0.000103548,0.000103548,0.000103548
98,5425.57,0.95786,0.56864,1.21384,0.77384,0.74037,0.78066,0.4301,1.57411,1.0187,1.85345,0.000101997,0.000101997,0.000101997
99,5480.85,0.94216,0.58488,1.20257,0.78933,0.73854,0.78125,0.42997,1.57759,1.00148,1.86354,0.000100888,0.000100888,0.000100888
100,5536.2,0.92953,0.56364,1.19146,0.77419,0.75272,0.78594,0.43747,1.56734,1.01073,1.84917,0.000100222,0.000100222,0.000100222
